-0.02;0.12;0.38;-0.12;0;0;0;-0.76;0;-1;1;0;0;0;0;0;-0.25;1;1;43
0;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
0;0.1;-0.88;0.33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;0.42;-0.13;0.29;-1;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;70
0;0.68;-0.75;0.44;0;1;0;0;0;0;0;1;-1;0;0;0;0;0;0;68
-1;0.32;-0.89;0.5;0;0;0.85;1;0;0;0;1;-1;-1;0;0;0;0;0;66
0.04;0.57;0.11;0.3;-0.67;-1;0;-1;0;0;0;1;0;0;0;0;0;0;0;26
0.04;0.13;-0.22;0.1;0;-1;0;0;0;0;0;1;0;0;0;0;0;0;0;12
0.04;0.13;-0.22;0;0;-1;0;0;0;0;0;1;0;0;0;0;0;0;0;12
0.04;0.6;-0.67;0.6;0.33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12
0.04;0.5;-0.67;0.5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8
0.04;0.47;-0.45;0.4;0;0;0;0;0;0;0;0.67;0;0;0;0;0;0;0;8
0.04;0.15;0;0.4;0;0;0;0;0;0;0;0.67;0;0;0;0;0;0;0;8
0.04;0.15;-0.11;0.4;0;0;0;0;0;0;0;0.67;0;0;0;0;0;0;0;8
0.04;0.15;-0.36;0.4;0;0;0;0;0;0;0;0.67;0;0;0;0;0;0;0;8
-0.21;0.04;-0.37;0;-0.33;0;0.15;0;0;0;-1;0.67;0;0;0;0;-1;0;0;130
0.03;0.17;-0.64;0.27;0;0;-0.15;0;0;0;0;0.67;0;0;0;0;-0.5;0;0;122
0.02;0.04;-0.73;0.17;0.25;0;-0.15;0;0;0;0;0.67;0;0;0;0;-0.5;0;0;122
0.02;0.04;-0.46;0.08;0.25;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;12
0.02;0.27;-0.09;0.07;0.5;0.5;0;0;0;0;0;0.33;0;0;0;0;0;0;0;17
0.01;0.27;0;-0.2;0.5;0.5;0;0;0;0;0;0.33;0;0;0;0;0;0;0;5
-0.08;-0.02;0;-0.33;0.8;0.5;0.45;0;0;0;1;0;0;0;0;0;-0.2;0;0;123
0.01;0.45;-0.25;0;0.2;0;0;0;0;0;0.5;0;0;0;0;0;0.2;1;0;5
0.01;0.14;-0.25;0.14;0.2;0.5;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;17
0.01;0.04;-0.36;-0.07;0.2;0.5;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;5
0.01;-0.02;-0.29;0.2;0;0.5;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;2
0.01;-0.05;-0.07;0;0.2;0;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;2
0.01;-0.08;0.07;-0.13;-0.2;0.5;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;9
